,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Total_Shots,OutOfBox,SixYardBox,PenaltyArea,Rating
3592,Jordi Alba,2012/2013,Barcelona,Spain-La-Liga,SLL,29,2500,7,2,1,5,7.18
3593,Jordi Alba,2012/2013,Barcelona,Europe-UEFA-Champions-League,UCL,9,807,5,2,1,2,7.13
3594,Jordi Alba,2012,Spain,International-European-Championship,UEC,6,540,2,-,-,2,7.44
3595,Jordi Alba,2011/2012,Valencia,Spain-La-Liga,SLL,32,2541,15,2,-,13,7.01
3596,Jordi Alba,2011/2012,Valencia,Europe-UEFA-Champions-League,UCL,4,226,2,1,-,1,6.51
3597,Jordi Alba,2010/2011,Valencia,Spain-La-Liga,SLL,27,1412,9,2,1,6,6.89
3598,Jordi Alba,2010/2011,Valencia,Europe-UEFA-Champions-League,UCL,3,170,-,-,-,-,6.98
3599,Jordi Alba,2009/2010,Valencia,Spain-La-Liga,SLL,15,1125,12,3,-,9,7.29
3600,Leon Balogun,2017/2018,Mainz 05,Germany-Bundesliga,GB,14,1176,2,1,-,1,6.76
3601,Leon Balogun,2016/2017,Mainz 05,Germany-Bundesliga,GB,17,1024,3,-,-,3,6.65
3602,Leon Balogun,2016/2017,Mainz 05,Europe-UEFA-Europa-League,UEL,2,180,1,-,-,1,7.48
3603,Leon Balogun,2015/2016,Mainz 05,Germany-Bundesliga,GB,21,1511,12,-,-,12,7.12
3604,Leon Balogun,2012/2013,Fortuna Duess..,Germany-Bundesliga,GB,17,1429,4,1,-,3,7.35
3605,Leon Balogun,2010/2011,Werder Bremen,Germany-Bundesliga,GB,3,54,1,-,-,1,6.01
3606,Leon Balogun,2009/2010,Hannover 96,Germany-Bundesliga,GB,2,127,-,-,-,-,6.39
3607,Fagner,2018,Corinthians,Brazil-Brasileirão,BSA,3,189,1,1,-,-,7.09
3608,Fagner,2017,Corinthians,Brazil-Brasileirão,BSA,31,2790,16,9,-,7,7.24
3609,Fagner,2016,Corinthians,Brazil-Brasileirão,BSA,33,2968,16,10,-,6,7.1
3610,Fagner,2015,Corinthians,Brazil-Brasileirão,BSA,26,2176,6,4,-,2,7.01
3611,Fagner,2014,Corinthians,Brazil-Brasileirão,BSA,35,2982,12,8,1,3,6.87
3612,Fagner,2013,Vasco da Gama,Brazil-Brasileirão,BSA,26,2098,13,8,1,4,6.81
3613,Fagner,2012/2013,Wolfsburg,Germany-Bundesliga,GB,26,2083,3,3,-,-,7.27
3614,Nils Petersen,2017/2018,Freiburg,Germany-Bundesliga,GB,32,2240,63,15,7,41,6.95
3615,Nils Petersen,2016/2017,Freiburg,Germany-Bundesliga,GB,33,1233,52,9,7,36,6.69
3616,Nils Petersen,2015/2016,Freiburg,Germany-Bundesliga-II,GB2,32,2333,75,8,10,57,7.42
3617,Nils Petersen,2014/2015,Werder Bremen,Germany-Bundesliga,GB,7,222,7,-,3,4,6.38
3618,Nils Petersen,2014/2015,Freiburg,Germany-Bundesliga,GB,12,507,16,1,3,12,7.08
3619,Nils Petersen,2013/2014,Werder Bremen,Germany-Bundesliga,GB,28,1637,53,4,10,40,6.87
3620,Nils Petersen,2012/2013,Werder Bremen,Germany-Bundesliga,GB,34,2749,84,7,10,67,7.0
3621,Nils Petersen,2011/2012,Bayern Munich,Germany-Bundesliga,GB,9,228,13,1,1,11,6.49
3622,Nils Petersen,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,3,127,3,-,-,3,6.3
3623,Miguel Layún,2017/2018,Sevilla,Spain-La-Liga,SLL,16,1181,22,16,-,6,6.73
3624,Miguel Layún,2017/2018,FC Porto,Portugal-Liga-NOS,PLN,7,259,5,4,-,1,6.37
3625,Miguel Layún,2017/2018,FC Porto,Europe-UEFA-Champions-League,UCL,2,109,1,-,-,1,7.13
3626,Miguel Layún,2016/2017,FC Porto,Portugal-Liga-NOS,PLN,16,1079,18,17,-,1,7.14
3627,Miguel Layún,2016/2017,FC Porto,Europe-UEFA-Champions-League,UCL,6,432,7,7,-,-,6.76
3628,Miguel Layún,2015/2016,FC Porto,Europe-UEFA-Europa-League,UEL,2,180,1,1,-,-,6.65
3629,Miguel Layún,2015/2016,FC Porto,Europe-UEFA-Champions-League,UCL,6,460,6,5,-,1,7.59
3630,Miguel Layún,2015/2016,Watford,England-Premier-League,EPL,3,132,4,3,-,1,6.66
3631,Miguel Layún,2014/2015,Watford,England-Championship,EC,17,1169,18,16,-,2,6.49
3632,Miguel Layún,2014,Mexico,International-FIFA-World-Cup,WC,4,360,7,6,-,1,6.77
3633,Miguel Layún,2009/2010,Atalanta,Italy-Serie-A,ISA,2,31,1,1,-,-,6.51
3634,Jimmy Durmaz,2017/2018,Toulouse,France-Ligue-1,FL1,20,1032,13,6,1,6,6.61
3635,Jimmy Durmaz,2016/2017,Toulouse,France-Ligue-1,FL1,27,1525,30,18,-,12,6.51
3636,Jimmy Durmaz,2015/2016,Olympiacos,Europe-UEFA-Europa-League,UEL,2,135,4,3,-,1,6.79
3637,Jimmy Durmaz,2014/2015,Olympiacos,Europe-UEFA-Champions-League,UCL,1,21,1,1,-,-,6.25
3638,Jimmy Durmaz,2014/2015,Olympiacos,Europe-UEFA-Europa-League,UEL,2,84,-,-,-,-,6.38
3639,Jimmy Durmaz,2016,Sweden,International-European-Championship,UEC,2,31,1,1,-,-,6.07
3640,Axel Witsel,2018,Tianjin Quanj..,China-Super-league,CSl,9,805,5,4,-,1,6.95
3641,Axel Witsel,2017,Tianjin Quanj..,China-Super-league,CSl,27,2417,34,15,2,17,6.98
3642,Axel Witsel,2016/2017,Zenit St. Pet..,Russia-Premier-League,RPL,16,1286,32,15,4,13,7.04
3643,Axel Witsel,2016/2017,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,6,540,10,7,-,3,7.21
3644,Axel Witsel,2015/2016,Zenit St. Pet..,Russia-Premier-League,RPL,29,2470,49,18,5,26,6.91
3645,Axel Witsel,2015/2016,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,7,630,12,6,-,6,7.36
3646,Axel Witsel,2014/2015,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,5,442,4,1,1,2,6.84
3647,Axel Witsel,2014/2015,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,6,518,5,3,-,2,6.9
3648,Axel Witsel,2014/2015,Zenit St. Pet..,Russia-Premier-League,RPL,28,2304,31,12,4,15,7.06
3649,Axel Witsel,2016,Belgium,International-European-Championship,UEC,5,450,8,7,-,1,7.24
3650,Axel Witsel,2013/2014,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,7,575,9,7,-,2,6.85
3651,Axel Witsel,2013/2014,Zenit St. Pet..,Russia-Premier-League,RPL,29,2489,41,23,1,17,7.18
3652,Axel Witsel,2014,Belgium,International-FIFA-World-Cup,WC,4,360,9,8,1,-,7.15
3653,Axel Witsel,2012/2013,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,4,360,8,4,1,3,7.09
3654,Axel Witsel,2012/2013,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,5,450,4,3,-,1,6.92
3655,Axel Witsel,2011/2012,Benfica,Europe-UEFA-Champions-League,UCL,10,900,9,6,-,3,7.2
3656,Axel Witsel,2009/2010,Standard Lieg..,Europe-UEFA-Champions-League,UCL,6,534,5,2,1,2,7.15
3657,Gabriel Torres,2015,Colorado Rapi..,USA-Major-League-Soccer,UMLS,25,1597,42,16,1,25,6.53
3658,Gabriel Torres,2014,Colorado Rapi..,USA-Major-League-Soccer,UMLS,23,1091,26,14,1,11,6.43
3659,Gabriel Torres,2013,Colorado Rapi..,USA-Major-League-Soccer,UMLS,8,597,16,7,-,9,6.85
3660,Syam Ben Youssef,2017/2018,Kasimpasa,Turkey-Super-Lig,TS,26,2146,7,-,4,3,6.75
3661,Syam Ben Youssef,2016/2017,Caen,France-Ligue-1,FL1,17,1291,5,1,-,4,6.81
3662,Syam Ben Youssef,2015/2016,Caen,France-Ligue-1,FL1,18,1477,6,-,2,4,7.25
3663,Syam Ben Youssef,2015,Tunisia,International-Africa-Cup-of-Nations,ACoN,4,360,-,-,-,-,7.3
3664,Syam Ben Youssef,2014/2015,Astra Giurgiu,Europe-UEFA-Europa-League,UEL,6,540,1,-,-,1,6.69
3665,Henrik Dalsgaard,2017/2018,Brentford,England-Championship,EC,29,2541,20,8,2,10,6.98
3666,Henrik Dalsgaard,2014/2015,AaB,Europe-UEFA-Europa-League,UEL,8,700,1,-,-,1,6.83
3667,Thomas Müller,2017/2018,Bayern Munich,Germany-Bundesliga,GB,29,1966,44,10,3,31,7.28
3668,Thomas Müller,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,10,734,23,2,8,13,7.06
3669,Thomas Müller,2016/2017,Bayern Munich,Germany-Bundesliga,GB,29,2265,65,13,4,48,7.3
3670,Thomas Müller,2016/2017,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,433,22,3,3,16,6.75
3671,Thomas Müller,2015/2016,Bayern Munich,Germany-Bundesliga,GB,31,2345,94,21,10,63,7.5
3672,Thomas Müller,2015/2016,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,896,36,6,3,27,7.14
3673,Thomas Müller,2014/2015,Bayern Munich,Germany-Bundesliga,GB,32,2374,83,19,8,56,7.27
3674,Thomas Müller,2014/2015,Bayern Munich,Europe-UEFA-Champions-League,UCL,10,778,24,7,1,16,7.59
3675,Thomas Müller,2016,Germany,International-European-Championship,UEC,6,540,18,4,-,14,7.2
3676,Thomas Müller,2013/2014,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,710,23,2,1,20,6.89
3677,Thomas Müller,2013/2014,Bayern Munich,Germany-Bundesliga,GB,31,2173,70,7,6,57,7.36
3678,Thomas Müller,2014,Germany,International-FIFA-World-Cup,WC,7,622,14,3,1,10,7.72
3679,Thomas Müller,2012/2013,Bayern Munich,Germany-Bundesliga,GB,28,2102,68,9,9,50,7.69
3680,Thomas Müller,2012/2013,Bayern Munich,Europe-UEFA-Champions-League,UCL,13,1047,32,6,7,19,7.53
3681,Thomas Müller,2012,Germany,International-European-Championship,UEC,5,306,5,-,-,5,6.46
3682,Thomas Müller,2011/2012,Bayern Munich,Germany-Bundesliga,GB,34,2702,65,10,9,46,7.31
3683,Thomas Müller,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,11,694,20,4,8,8,7.13
3684,Thomas Müller,2010/2011,Bayern Munich,Germany-Bundesliga,GB,34,2801,60,13,5,42,7.37
3685,Thomas Müller,2010/2011,Bayern Munich,Europe-UEFA-Champions-League,UCL,8,621,15,7,2,6,7.47
3686,Thomas Müller,2009/2010,Bayern Munich,Germany-Bundesliga,GB,34,2645,58,19,2,37,7.39
3687,Thomas Müller,2009/2010,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,939,15,7,1,7,6.86
3688,Toni Kroos,2017/2018,Real Madrid,Spain-La-Liga,SLL,27,2268,41,28,-,13,7.47
3689,Toni Kroos,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,12,953,8,7,-,1,7.01
3690,Toni Kroos,2016/2017,Real Madrid,Spain-La-Liga,SLL,29,2501,33,25,-,8,7.67
3691,Toni Kroos,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,12,1003,10,6,-,4,7.21
3692,Toni Kroos,2015/2016,Real Madrid,Spain-La-Liga,SLL,32,2745,20,19,-,1,7.33
3693,Toni Kroos,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,12,995,14,12,-,2,7.36
3694,Toni Kroos,2014/2015,Real Madrid,Spain-La-Liga,SLL,36,3064,34,30,-,4,7.42
3695,Toni Kroos,2014/2015,Real Madrid,Europe-UEFA-Champions-League,UCL,12,969,14,12,-,2,7.33
3696,Toni Kroos,2016,Germany,International-European-Championship,UEC,6,540,15,12,-,3,7.75
3697,Toni Kroos,2013/2014,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,986,32,27,-,5,7.45
3698,Toni Kroos,2013/2014,Bayern Munich,Germany-Bundesliga,GB,29,2072,52,38,-,14,7.34
3699,Toni Kroos,2014,Germany,International-FIFA-World-Cup,WC,7,630,16,14,-,2,7.65
3700,Toni Kroos,2012/2013,Bayern Munich,Germany-Bundesliga,GB,24,1926,53,29,-,24,7.69
3701,Toni Kroos,2012/2013,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,591,24,20,-,4,7.37
3702,Toni Kroos,2012,Germany,International-European-Championship,UEC,4,108,5,4,-,1,6.35
3703,Toni Kroos,2011/2012,Bayern Munich,Germany-Bundesliga,GB,31,2357,51,39,-,12,7.52
3704,Toni Kroos,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,1013,31,25,1,5,7.88
3705,Toni Kroos,2010/2011,Bayern Munich,Germany-Bundesliga,GB,27,1740,43,27,-,16,6.82
3706,Toni Kroos,2010/2011,Bayern Munich,Europe-UEFA-Champions-League,UCL,7,485,23,19,-,4,7.21
3707,Toni Kroos,2009/2010,Bayer Leverku..,Germany-Bundesliga,GB,33,2360,74,51,-,23,7.59
3708,Dejan Lovren,2017/2018,Liverpool,Europe-UEFA-Champions-League,UCL,12,1050,6,-,1,5,7.0
3709,Dejan Lovren,2017/2018,Liverpool,England-Premier-League,EPL,29,2125,14,1,2,11,6.99
3710,Dejan Lovren,2016/2017,Liverpool,England-Premier-League,EPL,29,2555,15,4,1,10,7.13
3711,Dejan Lovren,2015/2016,Liverpool,Europe-UEFA-Europa-League,UEL,10,900,8,-,1,7,7.06
3712,Dejan Lovren,2015/2016,Liverpool,England-Premier-League,EPL,24,1898,22,5,2,15,6.97
3713,Dejan Lovren,2014/2015,Liverpool,Europe-UEFA-Champions-League,UCL,4,360,4,-,-,4,7.06
3714,Dejan Lovren,2014/2015,Liverpool,Europe-UEFA-Europa-League,UEL,2,117,2,-,-,2,6.72
3715,Dejan Lovren,2014/2015,Liverpool,England-Premier-League,EPL,26,2036,18,6,1,11,6.98
3716,Dejan Lovren,2013/2014,Southampton,England-Premier-League,EPL,31,2788,22,5,3,14,7.32
3717,Dejan Lovren,2014,Croatia,International-FIFA-World-Cup,WC,3,270,1,-,-,1,6.66
3718,Dejan Lovren,2012/2013,Lyon,Europe-UEFA-Europa-League,UEL,5,450,5,-,1,4,6.57
3719,Dejan Lovren,2012/2013,Lyon,France-Ligue-1,FL1,18,1561,10,1,-,9,6.87
3720,Dejan Lovren,2011/2012,Lyon,Europe-UEFA-Champions-League,UCL,6,452,2,2,-,-,7.01
3721,Dejan Lovren,2011/2012,Lyon,France-Ligue-1,FL1,18,1600,4,-,-,4,7.05
3722,Dejan Lovren,2010/2011,Lyon,Europe-UEFA-Champions-League,UCL,6,540,6,1,-,5,7.11
3723,Dejan Lovren,2010/2011,Lyon,France-Ligue-1,FL1,28,2346,18,1,4,13,6.94
3724,Dejan Lovren,2009/2010,Lyon,France-Ligue-1,FL1,8,682,2,-,1,1,7.17
3725,Idrissa Gueye,2017/2018,Everton,Europe-UEFA-Europa-League,UEL,2,107,1,-,-,1,6.81
3726,Idrissa Gueye,2017/2018,Everton,England-Premier-League,EPL,33,2757,23,20,1,2,6.95
3727,Idrissa Gueye,2016/2017,Everton,England-Premier-League,EPL,33,2688,25,14,-,11,7.23
3728,Idrissa Gueye,2015/2016,Aston Villa,England-Premier-League,EPL,35,3076,30,25,-,5,7.25
3729,Idrissa Gueye,2015,Senegal,International-Africa-Cup-of-Nations,ACoN,3,270,3,3,-,-,6.84
3730,Idrissa Gueye,2014/2015,Lille,Europe-UEFA-Europa-League,UEL,6,533,9,8,-,1,6.98
3731,Idrissa Gueye,2014/2015,Lille,France-Ligue-1,FL1,32,2734,35,24,-,11,7.41
3732,Idrissa Gueye,2013/2014,Lille,France-Ligue-1,FL1,37,3330,42,30,-,12,7.29
3733,Idrissa Gueye,2012/2013,Lille,Europe-UEFA-Champions-League,UCL,3,270,-,-,-,-,7.04
3734,Idrissa Gueye,2012/2013,Lille,France-Ligue-1,FL1,29,1950,14,10,-,4,6.92
3735,Idrissa Gueye,2011/2012,Lille,Europe-UEFA-Champions-League,UCL,3,113,2,1,1,-,6.77
3736,Idrissa Gueye,2011/2012,Lille,France-Ligue-1,FL1,25,1381,15,13,-,2,6.69
3737,Idrissa Gueye,2010/2011,Lille,France-Ligue-1,FL1,11,357,6,6,-,-,6.65
3738,César Azpilicueta,2017/2018,Chelsea,Europe-UEFA-Champions-League,UCL,8,705,1,-,-,1,6.75
3739,César Azpilicueta,2017/2018,Chelsea,England-Premier-League,EPL,37,3330,13,7,3,3,7.18
3740,César Azpilicueta,2016/2017,Chelsea,England-Premier-League,EPL,38,3420,18,13,-,5,7.21
3741,César Azpilicueta,2015/2016,Chelsea,Europe-UEFA-Champions-League,UCL,8,720,3,-,1,2,7.4
3742,César Azpilicueta,2015/2016,Chelsea,England-Premier-League,EPL,37,3202,10,3,2,5,7.03
3743,César Azpilicueta,2014/2015,Chelsea,Europe-UEFA-Champions-League,UCL,4,360,-,-,-,-,7.37
3744,César Azpilicueta,2014/2015,Chelsea,England-Premier-League,EPL,29,2484,7,4,-,3,7.24
3745,César Azpilicueta,2016,Spain,International-European-Championship,UEC,1,9,-,-,-,-,6.3
3746,César Azpilicueta,2013/2014,Chelsea,Europe-UEFA-Champions-League,UCL,10,821,2,1,-,1,7.37
3747,César Azpilicueta,2013/2014,Chelsea,England-Premier-League,EPL,29,2325,5,3,2,-,7.26
3748,César Azpilicueta,2014,Spain,International-FIFA-World-Cup,WC,2,180,-,-,-,-,6.44
3749,César Azpilicueta,2013,Spain,International-Confederations-Cup,ICC,2,135,-,-,-,-,7.82
3750,César Azpilicueta,2012/2013,Chelsea,Europe-UEFA-Europa-League,UEL,8,720,5,4,-,1,6.82
3751,César Azpilicueta,2012/2013,Chelsea,Europe-UEFA-Champions-League,UCL,1,61,-,-,-,-,6.46
3752,César Azpilicueta,2012/2013,Chelsea,England-Premier-League,EPL,27,2196,10,4,-,6,6.99
3753,César Azpilicueta,2012/2013,Marseille,France-Ligue-1,FL1,2,180,-,-,-,-,7.29
3754,César Azpilicueta,2011/2012,Marseille,Europe-UEFA-Champions-League,UCL,8,710,2,2,-,-,7.37
3755,César Azpilicueta,2011/2012,Marseille,France-Ligue-1,FL1,30,2522,17,11,-,6,7.05
3756,César Azpilicueta,2010/2011,Marseille,Europe-UEFA-Champions-League,UCL,4,360,1,1,-,1,7.77
3757,César Azpilicueta,2010/2011,Marseille,France-Ligue-1,FL1,15,1015,3,2,-,1,7.11
3758,César Azpilicueta,2009/2010,Osasuna,Spain-La-Liga,SLL,33,2970,7,5,-,2,7.04
3759,Bryan Oviedo,2017/2018,Sunderland,England-Championship,EC,34,2605,25,18,1,6,7.03
3760,Bryan Oviedo,2016/2017,Everton,England-Premier-League,EPL,6,477,-,-,-,-,6.66
3761,Bryan Oviedo,2016/2017,Sunderland,England-Premier-League,EPL,10,849,5,4,-,1,6.98
3762,Bryan Oviedo,2015/2016,Everton,England-Premier-League,EPL,14,998,5,3,-,2,6.87
3763,Bryan Oviedo,2014/2015,Everton,Europe-UEFA-Europa-League,UEL,2,148,-,-,-,-,6.7
3764,Bryan Oviedo,2014/2015,Everton,England-Premier-League,EPL,6,318,3,3,-,-,6.51
3765,Bryan Oviedo,2013/2014,Everton,England-Premier-League,EPL,9,718,15,11,-,4,7.38
3766,Bryan Oviedo,2012/2013,Everton,England-Premier-League,EPL,15,227,6,6,-,-,6.15
3767,David Guzmán,2018,Portland Timb..,USA-Major-League-Soccer,UMLS,3,186,4,4,-,-,6.7
3768,David Guzmán,2017,Portland Timb..,USA-Major-League-Soccer,UMLS,26,2119,43,34,1,8,7.13
3769,Marco Ureña,2018,Los Angeles F..,USA-Major-League-Soccer,UMLS,7,611,18,1,1,16,7.29
3770,Marco Ureña,2017,San Jose Eart..,USA-Major-League-Soccer,UMLS,26,1795,49,17,3,29,6.63
3771,Marco Ureña,2015/2016,FC Midtjyllan..,Europe-UEFA-Europa-League,UEL,5,142,2,1,-,1,6.32
3772,Marco Ureña,2013/2014,Kuban Krasnod..,Russia-Premier-League,RPL,5,86,-,-,-,-,6.08
3773,Marco Ureña,2014,Costa Rica,International-FIFA-World-Cup,WC,4,72,2,-,-,2,6.25
3774,Jonas Hector,2017/2018,FC Cologne,Germany-Bundesliga,GB,20,1761,16,4,-,12,7.0
3775,Jonas Hector,2017/2018,FC Cologne,Europe-UEFA-Europa-League,UEL,1,35,-,-,-,-,6.5
3776,Jonas Hector,2016/2017,FC Cologne,Germany-Bundesliga,GB,33,2970,15,10,1,4,7.26
3777,Jonas Hector,2015/2016,FC Cologne,Germany-Bundesliga,GB,32,2859,10,4,-,6,7.33
3778,Jonas Hector,2014/2015,FC Cologne,Germany-Bundesliga,GB,33,2970,20,10,-,10,7.4
3779,Jonas Hector,2016,Germany,International-European-Championship,UEC,6,540,3,2,-,1,7.03
3780,Sebastian Rudy,2017/2018,Bayern Munich,Germany-Bundesliga,GB,25,1509,19,16,-,3,6.84
3781,Sebastian Rudy,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,5,346,5,5,-,-,6.8
3782,Sebastian Rudy,2016/2017,Hoffenheim,Germany-Bundesliga,GB,32,2789,27,21,-,6,7.43
3783,Sebastian Rudy,2015/2016,Hoffenheim,Germany-Bundesliga,GB,24,1800,14,10,-,4,6.75
3784,Sebastian Rudy,2014/2015,Hoffenheim,Germany-Bundesliga,GB,29,2244,23,19,-,4,7.07
3785,Sebastian Rudy,2013/2014,Hoffenheim,Germany-Bundesliga,GB,27,2243,18,12,-,6,7.13
3786,Sebastian Rudy,2013,Germany U21,International-EURO-U-21,IEU,3,217,4,1,-,3,7.19
3787,Sebastian Rudy,2012/2013,Hoffenheim,Germany-Bundesliga,GB,23,1768,13,13,-,-,6.94
3788,Sebastian Rudy,2011/2012,Hoffenheim,Germany-Bundesliga,GB,28,2340,22,14,-,8,7.05
3789,Sebastian Rudy,2010/2011,Hoffenheim,Germany-Bundesliga,GB,32,2460,32,27,-,5,7.05
3790,Sebastian Rudy,2009/2010,VfB Stuttgart,Germany-Bundesliga,GB,13,587,13,7,-,6,6.51
3791,Sebastian Rudy,2009/2010,VfB Stuttgart,Europe-UEFA-Champions-League,UCL,3,170,4,-,1,3,7.46
3792,Marco Fabián,2017/2018,Eintracht Fra..,Germany-Bundesliga,GB,7,420,17,11,-,6,6.52
3793,Marco Fabián,2016/2017,Eintracht Fra..,Germany-Bundesliga,GB,24,2058,64,29,2,33,7.18
3794,Marco Fabián,2015/2016,Eintracht Fra..,Germany-Bundesliga,GB,11,802,19,14,-,5,6.71
3795,Marco Fabián,2015,Mexico,International-Copa-America,ICA,1,38,1,1,-,-,6.55
3796,Marco Fabián,2014,Mexico,International-FIFA-World-Cup,WC,3,41,1,1,-,-,6.22
3797,Javier Aquino,2015,Mexico,International-Copa-America,ICA,3,97,-,-,-,-,6.38
3798,Javier Aquino,2014/2015,Rayo Vallecan..,Spain-La-Liga,SLL,24,1273,16,4,-,12,6.54
3799,Javier Aquino,2013/2014,Villarreal,Spain-La-Liga,SLL,27,1695,18,5,1,12,6.93
3800,Javier Aquino,2014,Mexico,International-FIFA-World-Cup,WC,1,29,-,-,-,-,6.49
3801,Javier Aquino,2013,Mexico,International-Confederations-Cup,ICC,2,55,-,-,-,-,6.21
3802,Bernardo Espinosa,2017/2018,Girona,Spain-La-Liga,SLL,34,2869,26,1,3,22,6.86
3803,Bernardo Espinosa,2016/2017,Middlesbrough,England-Premier-League,EPL,11,975,2,1,-,1,6.83
3804,Bernardo Espinosa,2015/2016,Sporting Gijo..,Spain-La-Liga,SLL,16,1338,13,2,2,9,7.09
3805,Bernardo Espinosa,2011/2012,Racing Santan..,Spain-La-Liga,SLL,25,2206,14,1,3,10,6.93
3806,Bernardo Espinosa,2010/2011,Sevilla,Spain-La-Liga,SLL,1,90,-,-,-,-,6.12
3807,Maciej Rybus,2017/2018,Lokomotiv Mos..,Europe-UEFA-Europa-League,UEL,6,495,3,2,-,1,6.7
3808,Maciej Rybus,2017/2018,Lokomotiv Mos..,Russia-Premier-League,RPL,20,1492,10,6,-,4,6.7
3809,Maciej Rybus,2016/2017,Lyon,Europe-UEFA-Champions-League,UCL,4,252,8,3,-,5,7.06
3810,Maciej Rybus,2016/2017,Lyon,France-Ligue-1,FL1,18,1147,13,8,-,5,6.75
3811,Maciej Rybus,2016/2017,Lyon,Europe-UEFA-Europa-League,UEL,2,106,1,-,-,1,6.85
3812,Maciej Rybus,2015/2016,FK Akhmat,Russia-Premier-League,RPL,28,2010,45,23,2,20,7.01
3813,Maciej Rybus,2014/2015,FK Akhmat,Russia-Premier-League,RPL,27,2319,60,38,-,22,6.96
3814,Maciej Rybus,2013/2014,FK Akhmat,Russia-Premier-League,RPL,16,1188,25,16,-,9,7.02
3815,Maciej Rybus,2012,Poland,International-European-Championship,UEC,1,70,3,1,-,2,6.45
3816,Saliou Ciss,2017/2018,Angers,France-Ligue-1,FL1,3,144,1,1,-,-,6.11
3817,Saliou Ciss,2013/2014,Valenciennes,France-Ligue-1,FL1,23,1889,7,6,1,-,6.6
3818,Alfred N'Diaye,2017/2018,Villarreal,Spain-La-Liga,SLL,2,100,-,-,-,-,6.35
3819,Alfred N'Diaye,2017/2018,Wolverhampton..,England-Championship,EC,33,1286,13,6,1,6,6.59
3820,Alfred N'Diaye,2016/2017,Villarreal,Spain-La-Liga,SLL,7,112,1,-,-,1,6.15
3821,Alfred N'Diaye,2016/2017,Hull,England-Premier-League,EPL,15,1277,10,5,2,3,6.51
3822,Alfred N'Diaye,2016/2017,Villarreal,Europe-UEFA-Europa-League,UEL,3,262,3,-,-,3,7.01
3823,Alfred N'Diaye,2015/2016,Real Betis,Spain-La-Liga,SLL,34,3010,25,7,1,17,7.0
3824,Alfred N'Diaye,2015,Senegal,International-Africa-Cup-of-Nations,ACoN,1,84,1,-,1,-,6.48
3825,Alfred N'Diaye,2013/2014,Real Betis,Spain-La-Liga,SLL,16,1413,15,4,1,10,6.93
3826,Alfred N'Diaye,2013/2014,Real Betis,Europe-UEFA-Europa-League,UEL,4,360,3,2,-,1,6.83
3827,Alfred N'Diaye,2012/2013,Sunderland,England-Premier-League,EPL,16,1298,17,8,2,7,6.74
3828,Alfred N'Diaye,2010/2011,Nancy,France-Ligue-1,FL1,14,737,5,3,1,1,6.56
3829,Alfred N'Diaye,2009/2010,Nancy,France-Ligue-1,FL1,23,1433,15,7,-,8,6.44
3830,Mário Fernandes,2017/2018,CSKA Moscow,Europe-UEFA-Europa-League,UEL,2,180,-,-,-,-,6.83
3831,Mário Fernandes,2017/2018,CSKA Moscow,Europe-UEFA-Champions-League,UCL,6,540,2,-,-,2,7.03
3832,Mário Fernandes,2017/2018,CSKA Moscow,Russia-Premier-League,RPL,25,2134,16,-,-,16,7.17
3833,Mário Fernandes,2016/2017,CSKA Moscow,Russia-Premier-League,RPL,30,2617,18,3,2,13,7.33
3834,Mário Fernandes,2016/2017,CSKA Moscow,Europe-UEFA-Champions-League,UCL,5,450,1,-,-,1,7.0
3835,Mário Fernandes,2015/2016,CSKA Moscow,Russia-Premier-League,RPL,27,2333,11,1,-,10,7.14
3836,Mário Fernandes,2015/2016,CSKA Moscow,Europe-UEFA-Champions-League,UCL,5,450,-,-,-,-,7.73
3837,Mário Fernandes,2014/2015,CSKA Moscow,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,7.11
3838,Mário Fernandes,2014/2015,CSKA Moscow,Russia-Premier-League,RPL,29,2519,9,1,-,8,7.31
3839,Mário Fernandes,2013/2014,CSKA Moscow,Russia-Premier-League,RPL,12,1076,9,4,-,5,7.74
3840,Sebastián Coates,2017/2018,Sporting CP,Portugal-Liga-NOS,PLN,34,3060,30,1,3,26,7.1
