,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Cross,Corner,Throughball,Freekick,Throwin,Other,Total_Assists,Rating
874,Andrés Iniesta,2016,Spain,International-European-Championship,UEC,4,360,1,-,-,-,-,-,1,7.35
875,Andrés Iniesta,2013/2014,Barcelona,Spain-La-Liga,SLL,35,2487,-,-,1,-,-,6,7,7.34
876,Andrés Iniesta,2013/2014,Barcelona,Europe-UEFA-Champions-League,UCL,9,779,-,-,1,-,-,2,3,7.66
877,Andrés Iniesta,2014,Spain,International-FIFA-World-Cup,WC,3,270,-,-,1,-,-,-,1,7.15
878,Andrés Iniesta,2013,Spain,International-Confederations-Cup,ICC,5,374,-,-,-,-,-,1,1,7.44
879,Andrés Iniesta,2012/2013,Barcelona,Spain-La-Liga,SLL,31,2096,1,-,3,-,-,12,16,7.41
880,Andrés Iniesta,2012/2013,Barcelona,Europe-UEFA-Champions-League,UCL,10,804,-,-,-,-,-,1,1,7.26
881,Andrés Iniesta,2012,Spain,International-European-Championship,UEC,6,521,-,-,-,-,-,1,1,7.27
882,Andrés Iniesta,2011/2012,Barcelona,Spain-La-Liga,SLL,27,1867,1,-,3,-,-,5,9,7.43
883,Andrés Iniesta,2011/2012,Barcelona,Europe-UEFA-Champions-League,UCL,8,575,-,-,-,-,-,1,1,7.18
884,Andrés Iniesta,2010/2011,Barcelona,Spain-La-Liga,SLL,34,2799,-,-,1,-,-,2,3,7.72
885,Andrés Iniesta,2010/2011,Barcelona,Europe-UEFA-Champions-League,UCL,10,899,-,-,3,-,-,3,6,7.85
886,Andrés Iniesta,2009/2010,Barcelona,Spain-La-Liga,SLL,29,1928,1,1,2,-,-,2,5,7.33
887,Andrés Iniesta,2009/2010,Barcelona,Europe-UEFA-Champions-League,UCL,8,504,-,-,-,-,-,-,-,6.94
888,Javier Mascherano,2018,Hebei CFFC,China-Super-league,CSl,10,900,-,-,-,-,-,1,1,7.03
889,Javier Mascherano,2017/2018,Barcelona,Spain-La-Liga,SLL,7,541,-,-,-,-,-,-,-,7.18
890,Javier Mascherano,2017/2018,Barcelona,Europe-UEFA-Champions-League,UCL,2,135,-,-,-,-,-,-,-,6.6
891,Javier Mascherano,2016/2017,Barcelona,Spain-La-Liga,SLL,25,1917,-,-,1,-,-,2,3,6.83
892,Javier Mascherano,2016/2017,Barcelona,Europe-UEFA-Champions-League,UCL,8,642,-,-,-,-,-,-,-,7.17
893,Javier Mascherano,2015/2016,Barcelona,Spain-La-Liga,SLL,32,2694,-,-,-,-,-,-,-,7.01
894,Javier Mascherano,2015/2016,Barcelona,Europe-UEFA-Champions-League,UCL,8,655,-,-,-,-,-,-,-,7.18
895,Javier Mascherano,2015,Argentina,International-Copa-America,ICA,6,527,-,-,-,-,-,-,-,6.85
896,Javier Mascherano,2014/2015,Barcelona,Spain-La-Liga,SLL,28,2208,-,-,-,-,-,-,-,7.12
897,Javier Mascherano,2014/2015,Barcelona,Europe-UEFA-Champions-League,UCL,12,1079,-,-,-,-,-,1,1,7.14
898,Javier Mascherano,2013/2014,Barcelona,Spain-La-Liga,SLL,28,2367,-,-,-,-,-,-,-,7.14
899,Javier Mascherano,2013/2014,Barcelona,Europe-UEFA-Champions-League,UCL,9,810,-,-,-,-,-,-,-,7.15
900,Javier Mascherano,2014,Argentina,International-FIFA-World-Cup,WC,7,630,-,-,-,-,-,-,-,7.42
901,Javier Mascherano,2012/2013,Barcelona,Spain-La-Liga,SLL,25,1931,-,-,-,-,-,-,-,6.84
902,Javier Mascherano,2012/2013,Barcelona,Europe-UEFA-Champions-League,UCL,8,613,-,-,-,-,-,-,-,6.98
903,Javier Mascherano,2011/2012,Barcelona,Spain-La-Liga,SLL,31,2738,-,-,-,-,-,-,-,7.42
904,Javier Mascherano,2011/2012,Barcelona,Europe-UEFA-Champions-League,UCL,10,900,-,-,-,-,-,-,-,7.06
905,Javier Mascherano,2010/2011,Barcelona,Spain-La-Liga,SLL,27,1538,-,-,-,-,-,-,-,6.96
906,Javier Mascherano,2010/2011,Barcelona,Europe-UEFA-Champions-League,UCL,11,880,-,-,-,-,-,-,-,7.3
907,Javier Mascherano,2010/2011,Liverpool,England-Premier-League,EPL,1,79,-,-,1,-,-,-,1,8.01
908,Javier Mascherano,2009/2010,Liverpool,Europe-UEFA-Champions-League,UCL,5,358,-,-,-,-,-,-,-,7.43
909,Javier Mascherano,2009/2010,Liverpool,England-Premier-League,EPL,34,2756,-,-,-,-,-,-,-,7.26
910,José Fonte,2018,Dalian Yifang,China-Super-league,CSl,7,621,-,-,-,-,-,-,-,6.58
911,José Fonte,2017/2018,West Ham,England-Premier-League,EPL,8,690,-,-,-,-,-,1,1,6.89
912,José Fonte,2016/2017,Southampton,England-Premier-League,EPL,17,1530,-,-,-,-,-,-,-,6.81
913,José Fonte,2016/2017,West Ham,England-Premier-League,EPL,16,1405,-,-,-,-,-,-,-,6.87
914,José Fonte,2015/2016,Southampton,England-Premier-League,EPL,37,3169,-,-,-,-,-,1,1,7.03
915,José Fonte,2014/2015,Southampton,England-Premier-League,EPL,37,3330,-,-,-,-,-,1,1,7.2
916,José Fonte,2016,Portugal,International-European-Championship,UEC,4,360,-,-,-,-,-,-,-,6.78
917,José Fonte,2013/2014,Southampton,England-Premier-League,EPL,36,3181,-,-,-,-,-,-,-,7.21
918,José Fonte,2012/2013,Southampton,England-Premier-League,EPL,27,2312,-,-,-,-,-,-,-,6.9
919,Vladimir Gabulov,2017/2018,Arsenal Tula,Russia-Premier-League,RPL,20,1800,-,-,-,-,-,-,-,6.3
920,Vladimir Gabulov,2016/2017,Arsenal Tula,Russia-Premier-League,RPL,13,1126,-,-,-,-,-,-,-,6.48
921,Vladimir Gabulov,2015/2016,Dinamo Moscow,Russia-Premier-League,RPL,23,2070,-,-,-,-,-,-,-,6.29
922,Vladimir Gabulov,2014/2015,Dinamo Moscow,Europe-UEFA-Europa-League,UEL,9,810,-,-,-,-,-,-,-,7.0
923,Vladimir Gabulov,2014/2015,Dinamo Moscow,Russia-Premier-League,RPL,22,1980,-,-,-,-,-,-,-,6.72
924,Vladimir Gabulov,2013/2014,Anzhi Makhach..,Russia-Premier-League,RPL,5,450,-,-,-,-,-,-,-,6.34
925,Vladimir Gabulov,2013/2014,Dinamo Moscow,Russia-Premier-League,RPL,19,1710,-,-,-,-,-,-,-,6.41
926,Vladimir Gabulov,2012/2013,Anzhi Makhach..,Europe-UEFA-Europa-League,UEL,9,810,-,-,-,-,-,-,-,6.86
927,Vladimir Gabulov,2011/2012,CSKA Moscow,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,-,-,-,7.45
928,Yuri Zhirkov,2017/2018,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,4,216,-,-,-,-,-,-,-,6.65
929,Yuri Zhirkov,2017/2018,Zenit St. Pet..,Russia-Premier-League,RPL,17,964,-,-,-,-,-,-,-,6.62
930,Yuri Zhirkov,2016/2017,Zenit St. Pet..,Russia-Premier-League,RPL,21,1687,-,-,-,-,-,2,2,7.04
931,Yuri Zhirkov,2016/2017,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,6,436,-,-,-,-,-,-,-,6.79
932,Yuri Zhirkov,2015/2016,Zenit St. Pet..,Russia-Premier-League,RPL,9,616,-,-,-,-,-,-,-,6.83
933,Yuri Zhirkov,2015/2016,Dinamo Moscow,Russia-Premier-League,RPL,16,1359,-,-,-,-,-,2,2,6.8
934,Yuri Zhirkov,2015/2016,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,2,99,-,-,-,-,-,1,1,6.64
935,Yuri Zhirkov,2014/2015,Dinamo Moscow,Europe-UEFA-Europa-League,UEL,8,438,-,-,-,-,-,1,1,6.87
936,Yuri Zhirkov,2014/2015,Dinamo Moscow,Russia-Premier-League,RPL,24,1915,-,-,-,-,-,-,-,6.84
937,Yuri Zhirkov,2013/2014,Dinamo Moscow,Russia-Premier-League,RPL,13,757,3,-,-,-,-,-,3,7.09
938,Yuri Zhirkov,2014,Russia,International-FIFA-World-Cup,WC,1,71,-,-,-,-,-,-,-,5.84
939,Yuri Zhirkov,2012/2013,Anzhi Makhach..,Europe-UEFA-Europa-League,UEL,8,703,1,-,-,-,-,-,1,7.33
940,Yuri Zhirkov,2012,Russia,International-European-Championship,UEC,3,270,-,-,-,-,-,-,-,7.06
941,Yuri Zhirkov,2010/2011,Chelsea,Europe-UEFA-Champions-League,UCL,7,493,-,-,-,-,-,1,1,7.41
942,Yuri Zhirkov,2010/2011,Chelsea,England-Premier-League,EPL,12,606,1,-,-,-,-,1,2,6.77
943,Yuri Zhirkov,2009/2010,Chelsea,Europe-UEFA-Champions-League,UCL,4,272,-,-,-,-,-,1,1,7.01
944,Yuri Zhirkov,2009/2010,Chelsea,England-Premier-League,EPL,17,954,1,-,-,-,-,1,2,7.04
945,Pejman Montazeri,2014,Iran,,WC,3,270,-,-,-,-,-,-,-,6.58
946,Masoud Shojaei,2017/2018,AEK Athens,Europe-UEFA-Europa-League,UEL,1,90,-,-,-,-,-,-,-,7.02
947,Masoud Shojaei,2014,Iran,International-FIFA-World-Cup,WC,3,124,-,-,-,-,-,-,-,6.34
948,Masoud Shojaei,2012/2013,Osasuna,Spain-La-Liga,SLL,14,375,-,-,-,-,-,-,-,6.27
949,Masoud Shojaei,2010/2011,Osasuna,Spain-La-Liga,SLL,18,1202,5,1,-,1,-,1,6,7.12
950,Masoud Shojaei,2009/2010,Osasuna,Spain-La-Liga,SLL,36,1674,1,-,-,1,-,-,1,6.51
951,Ricardo Quaresma,2017/2018,Besiktas,Turkey-Super-Lig,TS,26,2000,6,2,-,-,-,1,7,7.51
952,Ricardo Quaresma,2017/2018,Besiktas,Europe-UEFA-Champions-League,UCL,7,613,3,-,-,-,-,-,3,6.99
953,Ricardo Quaresma,2016/2017,Besiktas,Turkey-Super-Lig,TS,29,2285,11,3,-,1,-,2,13,7.29
954,Ricardo Quaresma,2016/2017,Besiktas,Europe-UEFA-Champions-League,UCL,6,520,2,-,-,1,-,-,2,6.88
955,Ricardo Quaresma,2016/2017,Besiktas,Europe-UEFA-Europa-League,UEL,5,413,1,-,-,-,-,-,1,7.08
956,Ricardo Quaresma,2015/2016,Besiktas,Turkey-Super-Lig,TS,26,1710,4,-,-,1,-,2,6,7.04
957,Ricardo Quaresma,2015/2016,Besiktas,Europe-UEFA-Europa-League,UEL,6,418,1,-,-,-,-,1,2,7.12
958,Ricardo Quaresma,2014/2015,FC Porto,Europe-UEFA-Champions-League,UCL,9,471,-,-,-,-,-,-,-,6.96
959,Ricardo Quaresma,2016,Portugal,International-European-Championship,UEC,7,196,1,-,-,-,-,-,1,6.45
960,Ricardo Quaresma,2013/2014,FC Porto,Europe-UEFA-Europa-League,UEL,6,531,2,-,-,-,-,-,2,7.92
961,Ricardo Quaresma,2009/2010,Inter,Italy-Serie-A,ISA,11,401,-,-,-,-,-,-,-,6.4
962,Ricardo Quaresma,2009/2010,Inter,Europe-UEFA-Champions-League,UCL,2,34,-,-,-,-,-,-,-,6.38
963,Alberto Rodríguez,2010/2011,Braga,,UCL,5,396,-,-,-,-,-,-,-,6.87
964,Hannes Þór Halldórsson,2016,Bodoe/Glimt,Norway-Eliteserien,NE,14,1260,-,-,-,-,-,1,1,6.82
965,Hannes Þór Halldórsson,2015/2016,NEC Nijmegen,Netherlands-Eredivisie,NE,8,720,-,-,-,-,-,-,-,6.89
966,Hannes Þór Halldórsson,2016,Iceland,International-European-Championship,UEC,5,450,-,-,-,-,-,-,-,6.56
967,Johnny Acosta,2014,Costa Rica,,WC,2,103,-,-,-,-,-,-,-,6.53
968,Christian Bolaños,2017,Vancouver Whi..,USA-Major-League-Soccer,UMLS,24,1885,4,-,-,3,-,2,6,6.73
969,Christian Bolaños,2016,Vancouver Whi..,USA-Major-League-Soccer,UMLS,27,2116,3,2,-,-,-,4,7,6.78
970,Christian Bolaños,2013/2014,FC Copenhagen,Europe-UEFA-Champions-League,UCL,6,314,-,-,-,-,-,-,-,6.28
971,Christian Bolaños,2014,Costa Rica,International-FIFA-World-Cup,WC,5,383,-,-,-,1,-,1,2,6.7
972,Christian Bolaños,2012/2013,FC Copenhagen,Europe-UEFA-Europa-League,UEL,4,192,-,-,-,-,-,-,-,6.32
973,Christian Bolaños,2010/2011,FC Copenhagen,Europe-UEFA-Champions-League,UCL,8,551,-,-,-,-,-,1,1,6.28
974,Oribe Peralta,2014,Mexico,,WC,4,303,-,-,-,-,-,1,1,6.84
975,Makoto Hasebe,2017/2018,Eintracht Fra..,Germany-Bundesliga,GB,24,2090,-,-,-,-,-,-,-,6.57
976,Makoto Hasebe,2016/2017,Eintracht Fra..,Germany-Bundesliga,GB,22,1887,-,-,-,1,-,-,1,6.97
977,Makoto Hasebe,2015/2016,Eintracht Fra..,Germany-Bundesliga,GB,32,2674,1,-,1,-,-,-,2,6.72
978,Makoto Hasebe,2014/2015,Eintracht Fra..,Germany-Bundesliga,GB,33,2853,-,-,1,-,-,1,2,7.06
979,Makoto Hasebe,2013/2014,Wolfsburg,Germany-Bundesliga,GB,1,7,-,-,-,-,-,-,-,5.76
980,Makoto Hasebe,2013/2014,Nuernberg,Germany-Bundesliga,GB,14,1260,-,-,-,-,-,1,1,7.04
981,Makoto Hasebe,2014,Japan,International-FIFA-World-Cup,WC,3,190,-,-,-,-,-,-,-,6.71
982,Makoto Hasebe,2013,Japan,International-Confederations-Cup,ICC,2,180,-,-,-,-,-,-,-,6.63
983,Makoto Hasebe,2012/2013,Wolfsburg,Germany-Bundesliga,GB,23,1738,1,-,-,-,-,1,2,6.7
984,Makoto Hasebe,2011/2012,Wolfsburg,Germany-Bundesliga,GB,23,1754,1,-,-,-,-,1,2,6.84
985,Makoto Hasebe,2010/2011,Wolfsburg,Germany-Bundesliga,GB,23,1650,1,-,-,-,-,-,1,6.67
986,Makoto Hasebe,2009/2010,Wolfsburg,Germany-Bundesliga,GB,24,1592,4,-,1,-,-,-,5,6.79
987,Makoto Hasebe,2009/2010,Wolfsburg,Europe-UEFA-Champions-League,UCL,6,351,1,-,-,-,-,-,1,6.6
988,Cristiano Ronaldo,2017/2018,Real Madrid,Spain-La-Liga,SLL,27,2293,1,-,1,-,-,3,5,7.94
989,Cristiano Ronaldo,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,13,1170,-,-,1,-,-,2,3,8.12
990,Cristiano Ronaldo,2016/2017,Real Madrid,Spain-La-Liga,SLL,29,2544,1,-,1,-,-,4,6,7.61
991,Cristiano Ronaldo,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,13,1170,-,-,-,-,-,5,5,7.89
992,Cristiano Ronaldo,2015/2016,Real Madrid,Spain-La-Liga,SLL,36,3185,-,-,-,-,-,11,11,7.99
993,Cristiano Ronaldo,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,12,1079,1,-,-,-,-,3,4,8.06
994,Cristiano Ronaldo,2014/2015,Real Madrid,Spain-La-Liga,SLL,35,3099,1,-,2,1,-,13,16,8.48
995,Cristiano Ronaldo,2014/2015,Real Madrid,Europe-UEFA-Champions-League,UCL,12,1065,-,-,-,-,-,3,3,7.83
996,Cristiano Ronaldo,2016,Portugal,International-European-Championship,UEC,7,565,-,-,1,-,-,1,2,7.12
997,Cristiano Ronaldo,2013/2014,Real Madrid,Spain-La-Liga,SLL,30,2545,-,-,-,-,-,9,9,8.27
998,Cristiano Ronaldo,2013/2014,Real Madrid,Europe-UEFA-Champions-League,UCL,11,963,-,-,1,-,-,2,3,8.57
999,Cristiano Ronaldo,2014,Portugal,International-FIFA-World-Cup,WC,3,270,1,-,-,-,-,-,1,7.21
1000,Cristiano Ronaldo,2012/2013,Real Madrid,Spain-La-Liga,SLL,34,2721,-,-,3,-,-,7,10,8.15
1001,Cristiano Ronaldo,2012/2013,Real Madrid,Europe-UEFA-Champions-League,UCL,12,1080,-,-,-,-,-,1,1,7.93
1002,Cristiano Ronaldo,2012,Portugal,International-European-Championship,UEC,5,450,-,-,-,-,-,-,-,7.51
1003,Cristiano Ronaldo,2011/2012,Real Madrid,Spain-La-Liga,SLL,38,3354,4,-,3,-,-,5,12,8.28
1004,Cristiano Ronaldo,2011/2012,Real Madrid,Europe-UEFA-Champions-League,UCL,10,900,-,-,-,-,-,3,3,8.42
1005,Cristiano Ronaldo,2010/2011,Real Madrid,Spain-La-Liga,SLL,34,2913,3,-,2,1,-,6,11,8.35
1006,Cristiano Ronaldo,2010/2011,Real Madrid,Europe-UEFA-Champions-League,UCL,12,1021,1,-,-,-,-,3,4,7.87
1007,Cristiano Ronaldo,2009/2010,Real Madrid,Spain-La-Liga,SLL,29,2490,1,-,-,-,-,6,7,8.54
1008,Cristiano Ronaldo,2009/2010,Real Madrid,Europe-UEFA-Champions-League,UCL,6,450,-,-,-,-,-,-,-,8.47
1009,Mile Jedinak,2017/2018,Aston Villa,England-Championship,EC,28,1767,-,-,-,-,-,-,-,7.08
1010,Mile Jedinak,2016/2017,Aston Villa,England-Championship,EC,33,2872,-,-,-,-,-,2,2,7.3
1011,Mile Jedinak,2016/2017,Crystal Palac..,England-Premier-League,EPL,1,90,-,-,-,-,-,-,-,7.2
1012,Mile Jedinak,2015/2016,Crystal Palac..,England-Premier-League,EPL,27,1531,-,-,-,-,-,-,-,6.77
1013,Mile Jedinak,2014/2015,Crystal Palac..,England-Premier-League,EPL,24,2081,1,-,1,1,-,1,3,7.55
1014,Mile Jedinak,2013/2014,Crystal Palac..,England-Premier-League,EPL,38,3389,-,-,-,-,-,1,1,7.55
1015,Mile Jedinak,2014,Australia,International-FIFA-World-Cup,WC,3,270,-,-,-,-,-,-,-,6.44
1016,Aleksandr Samedov,2017/2018,Spartak Mosco..,Europe-UEFA-Champions-League,UCL,4,192,-,-,-,-,-,-,-,6.4
1017,Aleksandr Samedov,2017/2018,Spartak Mosco..,Russia-Premier-League,RPL,21,1468,-,-,-,-,-,1,1,6.56
1018,Aleksandr Samedov,2016/2017,Lokomotiv Mos..,Russia-Premier-League,RPL,15,1184,1,-,-,1,-,1,2,6.92
1019,Aleksandr Samedov,2016/2017,Spartak Mosco..,Russia-Premier-League,RPL,10,651,-,-,-,-,-,-,-,6.54
1020,Aleksandr Samedov,2015/2016,Lokomotiv Mos..,Russia-Premier-League,RPL,28,2520,4,2,-,-,-,2,6,7.28
1021,Aleksandr Samedov,2015/2016,Lokomotiv Mos..,Europe-UEFA-Europa-League,UEL,8,720,-,-,-,-,-,-,-,7.44
1022,Aleksandr Samedov,2014/2015,Lokomotiv Mos..,Russia-Premier-League,RPL,29,2516,2,-,-,1,-,2,4,6.98
1023,Aleksandr Samedov,2016,Russia,International-European-Championship,UEC,1,20,-,-,-,-,-,-,-,6.29
1024,Aleksandr Samedov,2013/2014,Lokomotiv Mos..,Russia-Premier-League,RPL,30,2517,6,2,-,2,-,1,7,7.07
1025,Aleksandr Samedov,2014,Russia,International-FIFA-World-Cup,WC,3,270,-,-,-,-,-,-,-,6.6
1026,Teófilo Gutiérrez,2016/2017,Rosario Centr..,Argentina-Primera-División,APD,21,1594,-,-,2,-,-,3,5,6.64
1027,Teófilo Gutiérrez,2015/2016,Sporting CP,Europe-UEFA-Europa-League,UEL,5,313,-,-,-,-,-,-,-,6.5
1028,Teófilo Gutiérrez,2015,Colombia,International-Copa-America,ICA,4,208,-,-,-,-,-,-,-,6.12
1029,Teófilo Gutiérrez,2014,Colombia,International-FIFA-World-Cup,WC,4,305,-,-,1,-,-,-,1,6.85
1030,Karim El Ahmadi,2017/2018,Feyenoord,Europe-UEFA-Champions-League,UCL,4,360,-,-,-,-,-,-,-,6.06
1031,Karim El Ahmadi,2017/2018,Feyenoord,Netherlands-Eredivisie,NE,31,2780,-,-,-,-,-,4,4,7.19
1032,Karim El Ahmadi,2016/2017,Feyenoord,Netherlands-Eredivisie,NE,30,2653,-,-,-,-,-,1,1,7.38
1033,Karim El Ahmadi,2016/2017,Feyenoord,Europe-UEFA-Europa-League,UEL,4,360,-,-,-,-,-,-,-,6.88
1034,Karim El Ahmadi,2015/2016,Feyenoord,Netherlands-Eredivisie,NE,32,2826,1,-,-,-,-,1,2,6.9
1035,Karim El Ahmadi,2014/2015,Feyenoord,Europe-UEFA-Europa-League,UEL,7,630,-,-,-,-,-,1,1,7.04
1036,Karim El Ahmadi,2014/2015,Feyenoord,Netherlands-Eredivisie,NE,31,2723,1,-,-,-,-,-,1,6.95
1037,Karim El Ahmadi,2013/2014,Aston Villa,England-Premier-League,EPL,31,2188,1,-,-,-,-,-,1,6.61
1038,Karim El Ahmadi,2012/2013,Aston Villa,England-Premier-League,EPL,20,1169,-,-,-,-,-,-,-,6.48
1039,Steve Mandanda,2017/2018,Marseille,Europe-UEFA-Europa-League,UEL,7,630,-,-,-,-,-,-,-,6.26
1040,Steve Mandanda,2017/2018,Marseille,France-Ligue-1,FL1,31,2682,-,-,-,-,-,-,-,6.66
1041,Steve Mandanda,2016/2017,Crystal Palac..,England-Premier-League,EPL,9,810,-,-,-,-,-,-,-,6.26
1042,Steve Mandanda,2015/2016,Marseille,Europe-UEFA-Europa-League,UEL,8,720,-,-,-,-,-,-,-,6.58
1043,Steve Mandanda,2015/2016,Marseille,France-Ligue-1,FL1,36,3240,-,-,-,-,-,-,-,6.65
1044,Steve Mandanda,2014/2015,Marseille,France-Ligue-1,FL1,38,3420,-,-,-,-,-,-,-,6.76
1045,Steve Mandanda,2013/2014,Marseille,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,-,-,-,6.53
1046,Steve Mandanda,2013/2014,Marseille,France-Ligue-1,FL1,38,3354,-,-,-,-,-,-,-,6.76
1047,Steve Mandanda,2012/2013,Marseille,Europe-UEFA-Europa-League,UEL,5,450,-,-,-,-,-,-,-,6.13
1048,Steve Mandanda,2012/2013,Marseille,France-Ligue-1,FL1,38,3420,-,-,-,-,-,-,-,6.84
1049,Steve Mandanda,2011/2012,Marseille,Europe-UEFA-Champions-League,UCL,9,810,-,-,-,-,-,1,1,7.41
1050,Steve Mandanda,2011/2012,Marseille,France-Ligue-1,FL1,38,3420,-,-,-,-,-,-,-,7.0
1051,Steve Mandanda,2010/2011,Marseille,Europe-UEFA-Champions-League,UCL,8,720,-,-,-,-,-,-,-,6.87
1052,Steve Mandanda,2010/2011,Marseille,France-Ligue-1,FL1,38,3420,-,-,-,-,-,-,-,6.72
1053,Steve Mandanda,2009/2010,Marseille,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,-,-,-,6.46
1054,Steve Mandanda,2009/2010,Marseille,France-Ligue-1,FL1,36,3177,-,-,-,-,-,-,-,6.66
1055,Jefferson Farfán,2017/2018,Lokomotiv Mos..,Europe-UEFA-Europa-League,UEL,9,583,-,-,-,-,-,1,1,7.02
1056,Jefferson Farfán,2017/2018,Lokomotiv Mos..,Russia-Premier-League,RPL,22,1953,-,-,1,-,-,3,4,7.26
1057,Jefferson Farfán,2016/2017,Lokomotiv Mos..,Russia-Premier-League,RPL,6,359,-,-,-,-,-,-,-,6.5
1058,Jefferson Farfán,2015,Peru,International-Copa-America,ICA,4,284,-,-,-,-,-,-,-,6.92
1059,Jefferson Farfán,2014/2015,Schalke 04,Germany-Bundesliga,GB,9,565,-,-,-,-,-,-,-,6.91
1060,Jefferson Farfán,2013/2014,Schalke 04,Europe-UEFA-Champions-League,UCL,5,387,2,-,-,1,-,-,2,7.44
1061,Jefferson Farfán,2013/2014,Schalke 04,Germany-Bundesliga,GB,19,1524,2,-,-,3,-,1,5,7.7
1062,Jefferson Farfán,2012/2013,Schalke 04,Germany-Bundesliga,GB,27,2179,3,2,-,-,-,3,6,7.71
1063,Jefferson Farfán,2012/2013,Schalke 04,Europe-UEFA-Champions-League,UCL,7,564,2,1,-,-,-,1,3,7.48
1064,Jefferson Farfán,2011/2012,Schalke 04,Germany-Bundesliga,GB,23,1754,3,1,-,1,-,5,8,7.6
1065,Jefferson Farfán,2010/2011,Schalke 04,Germany-Bundesliga,GB,28,2341,5,3,-,-,-,1,6,7.23
1066,Jefferson Farfán,2010/2011,Schalke 04,Europe-UEFA-Champions-League,UCL,10,819,-,-,-,-,-,1,1,7.49
1067,Jefferson Farfán,2009/2010,Schalke 04,Germany-Bundesliga,GB,33,2833,2,-,1,-,-,5,8,7.27
1068,Birkir Már Sævarsson,2017,Hammarby,Sweden-Allsvenskan,SA,29,2582,4,-,-,-,-,2,6,6.93
1069,Birkir Már Sævarsson,2016,Hammarby,Sweden-Allsvenskan,SA,27,2355,2,-,-,-,-,-,2,6.99
1070,Birkir Már Sævarsson,2016,Iceland,International-European-Championship,UEC,5,450,-,-,-,-,-,-,-,6.39
1071,Emil Hallfreðsson,2017/2018,Udinese,Italy-Serie-A,ISA,19,761,-,-,-,-,-,-,-,6.39
1072,Emil Hallfreðsson,2016/2017,Udinese,Italy-Serie-A,ISA,28,1990,1,-,-,1,-,2,4,6.77
1073,Emil Hallfreðsson,2015/2016,Verona,Italy-Serie-A,ISA,16,1220,-,-,-,-,-,1,1,6.74
1074,Emil Hallfreðsson,2015/2016,Udinese,Italy-Serie-A,ISA,11,661,-,-,-,-,-,-,-,6.46
1075,Emil Hallfreðsson,2014/2015,Verona,Italy-Serie-A,ISA,28,2114,6,1,-,3,-,3,9,6.96
1076,Emil Hallfreðsson,2016,Iceland,International-European-Championship,UEC,1,24,-,-,-,-,-,-,-,5.9
1077,Emil Hallfreðsson,2013/2014,Verona,Italy-Serie-A,ISA,33,2469,1,-,1,-,-,1,3,7.04
1078,Miranda,2017/2018,Inter,Italy-Serie-A,ISA,31,2729,-,-,-,-,-,-,-,6.89
1079,Miranda,2016/2017,Inter,Italy-Serie-A,ISA,32,2880,-,-,-,-,-,-,-,7.16
1080,Miranda,2016/2017,Inter,Europe-UEFA-Europa-League,UEL,3,270,-,-,-,-,-,-,-,6.63
1081,Miranda,2015/2016,Inter,Italy-Serie-A,ISA,32,2743,-,-,-,-,1,2,3,6.96
1082,Miranda,2015,Brazil,International-Copa-America,ICA,4,360,-,-,-,-,-,-,-,6.92
1083,Miranda,2014/2015,Atletico Madr..,Spain-La-Liga,SLL,23,2028,1,-,-,-,-,-,1,7.02
1084,Miranda,2014/2015,Atletico Madr..,Europe-UEFA-Champions-League,UCL,8,720,-,-,-,-,-,-,-,6.98
1085,Miranda,2013/2014,Atletico Madr..,Spain-La-Liga,SLL,32,2880,-,-,-,-,-,1,1,7.15
1086,Miranda,2013/2014,Atletico Madr..,Europe-UEFA-Champions-League,UCL,13,1170,-,-,-,-,-,-,-,7.14
1087,Miranda,2012/2013,Atletico Madr..,Spain-La-Liga,SLL,35,3146,-,-,-,-,-,2,2,7.04
1088,Miranda,2012/2013,Atletico Madr..,Europe-UEFA-Europa-League,UEL,3,270,-,-,-,-,-,-,-,7.1
1089,Miranda,2011/2012,Atletico Madr..,Spain-La-Liga,SLL,27,2295,-,-,-,-,-,-,-,6.8
1090,Thiago Silva,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,6,522,-,-,-,-,-,-,-,7.01
1091,Thiago Silva,2017/2018,Paris Saint G..,France-Ligue-1,FL1,25,2117,-,-,-,-,-,-,-,7.08
1092,Thiago Silva,2016/2017,Paris Saint G..,Europe-UEFA-Champions-League,UCL,7,586,-,-,-,-,-,-,-,6.88
1093,Thiago Silva,2016/2017,Paris Saint G..,France-Ligue-1,FL1,27,2386,-,-,-,-,-,2,2,7.38
1094,Thiago Silva,2015/2016,Paris Saint G..,Europe-UEFA-Champions-League,UCL,9,810,-,-,-,-,-,-,-,7.42
1095,Thiago Silva,2015/2016,Paris Saint G..,France-Ligue-1,FL1,30,2622,-,-,-,-,-,1,1,7.65
1096,Thiago Silva,2015,Brazil,International-Copa-America,ICA,3,270,-,-,-,-,-,-,-,7.46
