,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Total_Goals,SixYardBox,PenaltyArea,OutOfBox,Rating
2802,Jimmy Durmaz,2014/2015,Olympiacos,Europe-UEFA-Champions-League,UCL,1,21,-,-,-,-,6.25
2803,Jimmy Durmaz,2014/2015,Olympiacos,Europe-UEFA-Europa-League,UEL,2,84,-,-,-,-,6.38
2804,Jimmy Durmaz,2016,Sweden,International-European-Championship,UEC,2,31,-,-,-,-,6.07
2805,Axel Witsel,2018,Tianjin Quanj..,China-Super-league,CSl,9,805,1,-,1,-,6.95
2806,Axel Witsel,2017,Tianjin Quanj..,China-Super-league,CSl,27,2417,4,1,3,-,6.98
2807,Axel Witsel,2016/2017,Zenit St. Pet..,Russia-Premier-League,RPL,16,1286,1,1,-,-,7.04
2808,Axel Witsel,2016/2017,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,6,540,-,-,-,-,7.21
2809,Axel Witsel,2015/2016,Zenit St. Pet..,Russia-Premier-League,RPL,29,2470,3,1,2,-,6.91
2810,Axel Witsel,2015/2016,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,7,630,1,-,-,1,7.36
2811,Axel Witsel,2014/2015,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,5,442,1,1,-,-,6.84
2812,Axel Witsel,2014/2015,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,6,518,1,-,1,-,6.9
2813,Axel Witsel,2014/2015,Zenit St. Pet..,Russia-Premier-League,RPL,28,2304,4,2,1,1,7.06
2814,Axel Witsel,2016,Belgium,International-European-Championship,UEC,5,450,1,-,1,-,7.24
2815,Axel Witsel,2013/2014,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,7,575,-,-,-,-,6.85
2816,Axel Witsel,2013/2014,Zenit St. Pet..,Russia-Premier-League,RPL,29,2489,4,-,3,1,7.18
2817,Axel Witsel,2014,Belgium,International-FIFA-World-Cup,WC,4,360,-,-,-,-,7.15
2818,Axel Witsel,2012/2013,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,4,360,1,1,-,-,7.09
2819,Axel Witsel,2012/2013,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,5,450,-,-,-,-,6.92
2820,Axel Witsel,2011/2012,Benfica,Europe-UEFA-Champions-League,UCL,10,900,-,-,-,-,7.2
2821,Axel Witsel,2009/2010,Standard Lieg..,Europe-UEFA-Champions-League,UCL,6,534,-,-,-,-,7.15
2822,Gabriel Torres,2015,Colorado Rapi..,USA-Major-League-Soccer,UMLS,25,1597,4,-,4,-,6.53
2823,Gabriel Torres,2014,Colorado Rapi..,USA-Major-League-Soccer,UMLS,23,1091,3,-,3,-,6.43
2824,Gabriel Torres,2013,Colorado Rapi..,USA-Major-League-Soccer,UMLS,8,597,3,-,2,1,6.85
2825,Syam Ben Youssef,2017/2018,Kasimpasa,Turkey-Super-Lig,TS,26,2146,1,1,-,-,6.75
2826,Syam Ben Youssef,2016/2017,Caen,France-Ligue-1,FL1,17,1291,-,-,-,-,6.81
2827,Syam Ben Youssef,2015/2016,Caen,France-Ligue-1,FL1,18,1477,3,2,1,-,7.25
2828,Syam Ben Youssef,2015,Tunisia,International-Africa-Cup-of-Nations,ACoN,4,360,-,-,-,-,7.3
2829,Syam Ben Youssef,2014/2015,Astra Giurgiu,Europe-UEFA-Europa-League,UEL,6,540,-,-,-,-,6.69
2830,Ahmed Akaïchi,2015,Tunisia,,ACoN,4,321,3,1,2,-,6.95
2831,David Ospina,2017/2018,Arsenal,Europe-UEFA-Europa-League,UEL,10,900,-,-,-,-,6.94
2832,David Ospina,2017/2018,Arsenal,England-Premier-League,EPL,5,380,-,-,-,-,6.95
2833,David Ospina,2016/2017,Arsenal,Europe-UEFA-Champions-League,UCL,8,720,-,-,-,-,6.69
2834,David Ospina,2016/2017,Arsenal,England-Premier-League,EPL,2,142,-,-,-,-,6.17
2835,David Ospina,2015/2016,Arsenal,Europe-UEFA-Champions-League,UCL,3,270,-,-,-,-,6.04
2836,David Ospina,2015/2016,Arsenal,England-Premier-League,EPL,4,360,-,-,-,-,7.11
2837,David Ospina,2015,Colombia,International-Copa-America,ICA,4,360,-,-,-,-,7.27
2838,David Ospina,2014/2015,Arsenal,Europe-UEFA-Champions-League,UCL,3,208,-,-,-,-,6.69
2839,David Ospina,2014/2015,Arsenal,England-Premier-League,EPL,18,1620,-,-,-,-,7.06
2840,David Ospina,2013/2014,Nice,France-Ligue-1,FL1,29,2572,-,-,-,-,7.28
2841,David Ospina,2014,Colombia,International-FIFA-World-Cup,WC,5,445,-,-,-,-,7.17
2842,David Ospina,2012/2013,Nice,France-Ligue-1,FL1,26,2298,-,-,-,-,6.72
2843,David Ospina,2011/2012,Nice,France-Ligue-1,FL1,37,3263,-,-,-,-,7.03
2844,David Ospina,2010/2011,Nice,France-Ligue-1,FL1,35,3091,-,-,-,-,6.96
2845,David Ospina,2009/2010,Nice,France-Ligue-1,FL1,37,3276,-,-,-,-,6.87
2846,Camilo Vargas,2016,Argentinos Ju..,,APD,6,540,-,-,-,-,6.17
2847,Maya Yoshida,2017/2018,Southampton,England-Premier-League,EPL,24,2051,2,-,2,-,6.86
2848,Maya Yoshida,2016/2017,Southampton,England-Premier-League,EPL,23,2070,1,1,-,-,7.03
2849,Maya Yoshida,2016/2017,Southampton,Europe-UEFA-Europa-League,UEL,6,540,-,-,-,-,7.2
2850,Maya Yoshida,2015/2016,Southampton,England-Premier-League,EPL,20,1016,1,-,1,-,6.48
2851,Maya Yoshida,2014/2015,Southampton,England-Premier-League,EPL,22,1691,1,-,1,-,6.9
2852,Maya Yoshida,2013/2014,Southampton,England-Premier-League,EPL,8,632,1,1,-,-,6.99
2853,Maya Yoshida,2014,Japan,International-FIFA-World-Cup,WC,3,270,-,-,-,-,6.87
2854,Maya Yoshida,2013,Japan,International-Confederations-Cup,ICC,3,205,-,-,-,-,6.15
2855,Maya Yoshida,2012/2013,Southampton,England-Premier-League,EPL,32,2852,-,-,-,-,6.95
2856,Konstantin Rausch,2017/2018,FC Cologne,Germany-Bundesliga,GB,12,930,-,-,-,-,6.58
2857,Konstantin Rausch,2017/2018,FC Cologne,Europe-UEFA-Europa-League,UEL,6,502,-,-,-,-,6.4
2858,Konstantin Rausch,2017/2018,Dinamo Moscow,Russia-Premier-League,RPL,10,839,-,-,-,-,6.37
2859,Konstantin Rausch,2016/2017,FC Cologne,Germany-Bundesliga,GB,28,1937,-,-,-,-,6.72
2860,Konstantin Rausch,2015/2016,Darmstadt,Germany-Bundesliga,GB,31,2129,2,-,1,1,6.61
2861,Konstantin Rausch,2014/2015,VfB Stuttgart,Germany-Bundesliga,GB,4,72,-,-,-,-,6.11
2862,Konstantin Rausch,2013/2014,VfB Stuttgart,Germany-Bundesliga,GB,21,1496,2,-,2,-,6.67
2863,Konstantin Rausch,2012/2013,Hannover 96,Germany-Bundesliga,GB,30,2340,3,-,3,-,6.83
2864,Konstantin Rausch,2012/2013,Hannover 96,Europe-UEFA-Europa-League,UEL,7,465,-,-,-,-,6.76
2865,Konstantin Rausch,2011/2012,Hannover 96,Germany-Bundesliga,GB,33,2085,1,-,1,-,6.64
2866,Konstantin Rausch,2010/2011,Hannover 96,Germany-Bundesliga,GB,34,2844,5,-,4,1,6.77
2867,Konstantin Rausch,2009/2010,Hannover 96,Germany-Bundesliga,GB,26,1702,-,-,-,-,6.41
2868,Karim Ansarifard,2016/2017,Olympiacos,Europe-UEFA-Europa-League,UEL,4,273,2,1,1,-,7.06
2869,Karim Ansarifard,2014,Iran,International-FIFA-World-Cup,WC,1,22,-,-,-,-,5.74
2870,Romain Saïss,2017/2018,Wolverhampton..,England-Championship,EC,42,3398,4,1,2,1,7.09
2871,Romain Saïss,2016/2017,Wolverhampton..,England-Championship,EC,24,1728,-,-,-,-,6.85
2872,Romain Saïss,2015/2016,Angers,France-Ligue-1,FL1,35,3107,2,1,1,-,7.13
2873,Younès Belhanda,2017/2018,Galatasaray,Turkey-Super-Lig,TS,30,2445,3,1,2,-,7.39
2874,Younès Belhanda,2016/2017,Nice,France-Ligue-1,FL1,31,2541,3,-,1,2,6.8
2875,Younès Belhanda,2016/2017,Nice,Europe-UEFA-Europa-League,UEL,5,268,-,-,-,-,6.16
2876,Younès Belhanda,2015/2016,Schalke 04,Germany-Bundesliga,GB,15,813,2,-,2,-,6.87
2877,Younès Belhanda,2015/2016,Schalke 04,Europe-UEFA-Europa-League,UEL,2,178,-,-,-,-,6.86
2878,Younès Belhanda,2015/2016,Dynamo Kyiv,Europe-UEFA-Champions-League,UCL,2,31,-,-,-,-,6.13
2879,Younès Belhanda,2014/2015,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,9,596,1,-,-,1,6.75
2880,Younès Belhanda,2013/2014,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,7,530,-,-,-,-,6.83
2881,Younès Belhanda,2012/2013,Montpellier,Europe-UEFA-Champions-League,UCL,6,451,2,-,2,-,6.62
2882,Younès Belhanda,2012/2013,Montpellier,France-Ligue-1,FL1,29,2424,10,-,5,5,6.89
2883,Younès Belhanda,2011/2012,Montpellier,France-Ligue-1,FL1,28,2241,12,-,11,1,7.14
2884,Younès Belhanda,2010/2011,Montpellier,France-Ligue-1,FL1,36,2596,3,-,3,-,6.8
2885,Younès Belhanda,2009/2010,Montpellier,France-Ligue-1,FL1,33,1865,1,-,-,1,6.57
2886,Mehdi Carcela,2017/2018,Olympiacos,Europe-UEFA-Champions-League,UCL,4,268,-,-,-,-,6.39
2887,Mehdi Carcela,2016/2017,Granada,Spain-La-Liga,SLL,22,1753,5,1,4,-,6.87
2888,Mehdi Carcela,2015/2016,Benfica,Europe-UEFA-Champions-League,UCL,4,140,-,-,-,-,6.3
2889,Mehdi Carcela,2014/2015,Standard Lieg..,Europe-UEFA-Europa-League,UEL,1,56,-,-,-,-,6.56
2890,Mehdi Carcela,2013/2014,Standard Lieg..,Europe-UEFA-Europa-League,UEL,3,186,-,-,-,-,6.47
2891,Mehdi Carcela,2013/2014,Anzhi Makhach..,Russia-Premier-League,RPL,3,115,-,-,-,-,6.16
2892,Mehdi Carcela,2012/2013,Anzhi Makhach..,Europe-UEFA-Europa-League,UEL,10,362,-,-,-,-,6.16
2893,Mehdi Carcela,2009/2010,Standard Lieg..,Europe-UEFA-Champions-League,UCL,5,395,-,-,-,-,6.9
2894,Nacho,2017/2018,Real Madrid,Spain-La-Liga,SLL,27,2073,3,1,2,-,6.9
2895,Nacho,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,8,595,1,1,-,-,7.17
2896,Nacho,2016/2017,Real Madrid,Spain-La-Liga,SLL,28,2302,2,1,-,1,7.01
2897,Nacho,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,4,315,-,-,-,-,6.89
2898,Nacho,2015/2016,Real Madrid,Spain-La-Liga,SLL,16,1153,-,-,-,-,6.98
2899,Nacho,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,5,358,1,-,1,-,6.99
2900,Nacho,2014/2015,Real Madrid,Spain-La-Liga,SLL,14,636,1,-,1,-,6.83
2901,Nacho,2014/2015,Real Madrid,Europe-UEFA-Champions-League,UCL,6,200,-,-,-,-,6.51
2902,Nacho,2013/2014,Real Madrid,Spain-La-Liga,SLL,12,812,-,-,-,-,6.8
2903,Nacho,2013/2014,Real Madrid,Europe-UEFA-Champions-League,UCL,3,242,-,-,-,-,7.64
2904,Nacho,2013,Spain U21,International-EURO-U-21,IEU,1,90,-,-,-,-,6.89
2905,Nacho,2012/2013,Real Madrid,Spain-La-Liga,SLL,9,556,-,-,-,-,6.94
2906,Nacho,2012/2013,Real Madrid,Europe-UEFA-Champions-League,UCL,1,90,-,-,-,-,7.23
2907,Nacho,2010/2011,Real Madrid,Spain-La-Liga,SLL,2,145,-,-,-,-,6.73
2908,Henrik Dalsgaard,2017/2018,Brentford,England-Championship,EC,29,2541,1,-,1,-,6.98
2909,Henrik Dalsgaard,2014/2015,AaB,Europe-UEFA-Europa-League,UEL,8,700,-,-,-,-,6.83
2910,Pedro Gallese,2015,Peru,,ICA,6,540,-,-,-,-,6.85
2911,Luis Advíncula,2016/2017,Newells Old B..,Argentina-Primera-División,APD,14,1187,-,-,-,-,6.99
2912,Luis Advíncula,2016,Newells Old B..,Argentina-Primera-División,APD,15,1264,1,-,1,-,6.76
2913,Luis Advíncula,2015/2016,Bursaspor,Turkey-Super-Lig,TS,12,1022,-,-,-,-,6.65
2914,Luis Advíncula,2015,Peru,International-Copa-America,ICA,6,540,-,-,-,-,7.14
2915,Luis Advíncula,2013,Ponte Preta,Brazil-Brasileirão,BSA,4,242,-,-,-,-,6.39
2916,Luis Advíncula,2012/2013,Hoffenheim,Germany-Bundesliga,GB,2,78,-,-,-,-,6.17
2917,Yoshimar Yotún,2018,Orlando City,USA-Major-League-Soccer,UMLS,10,891,3,-,3,-,7.47
2918,Yoshimar Yotún,2017,Orlando City,USA-Major-League-Soccer,UMLS,10,887,1,-,-,1,7.33
2919,Yoshimar Yotún,2017,Malmoe FF,Sweden-Allsvenskan,SA,15,1238,2,-,-,2,7.47
2920,Yoshimar Yotún,2016,Malmoe FF,Sweden-Allsvenskan,SA,19,1164,-,-,-,-,7.01
2921,Yoshimar Yotún,2015/2016,Malmoe FF,Europe-UEFA-Champions-League,UCL,4,303,-,-,-,-,6.25
2922,Yoshimar Yotún,2015,Peru,International-Copa-America,ICA,6,143,-,-,-,-,6.37
2923,Yoshimar Yotún,2013,Vasco da Gama,Brazil-Brasileirão,BSA,23,2000,-,-,-,-,6.83
2924,Lovre Kalinic,2016/2017,Gent,,UEL,4,360,-,-,-,-,6.27
2925,Thomas Müller,2017/2018,Bayern Munich,Germany-Bundesliga,GB,29,1966,8,1,7,-,7.28
2926,Thomas Müller,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,10,734,3,3,-,-,7.06
2927,Thomas Müller,2016/2017,Bayern Munich,Germany-Bundesliga,GB,29,2265,5,1,4,-,7.3
2928,Thomas Müller,2016/2017,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,433,3,1,2,-,6.75
2929,Thomas Müller,2015/2016,Bayern Munich,Germany-Bundesliga,GB,31,2345,20,7,13,-,7.5
2930,Thomas Müller,2015/2016,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,896,8,2,4,2,7.14
2931,Thomas Müller,2014/2015,Bayern Munich,Germany-Bundesliga,GB,32,2374,13,5,6,2,7.27
2932,Thomas Müller,2014/2015,Bayern Munich,Europe-UEFA-Champions-League,UCL,10,778,7,-,5,2,7.59
2933,Thomas Müller,2016,Germany,International-European-Championship,UEC,6,540,-,-,-,-,7.2
2934,Thomas Müller,2013/2014,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,710,5,-,5,-,6.89
2935,Thomas Müller,2013/2014,Bayern Munich,Germany-Bundesliga,GB,31,2173,13,-,13,-,7.36
2936,Thomas Müller,2014,Germany,International-FIFA-World-Cup,WC,7,622,5,1,3,1,7.72
2937,Thomas Müller,2012/2013,Bayern Munich,Germany-Bundesliga,GB,28,2102,13,4,9,-,7.69
2938,Thomas Müller,2012/2013,Bayern Munich,Europe-UEFA-Champions-League,UCL,13,1047,8,5,3,-,7.53
2939,Thomas Müller,2012,Germany,International-European-Championship,UEC,5,306,-,-,-,-,6.46
2940,Thomas Müller,2011/2012,Bayern Munich,Germany-Bundesliga,GB,34,2702,7,2,5,-,7.31
2941,Thomas Müller,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,11,694,2,2,-,-,7.13
2942,Thomas Müller,2010/2011,Bayern Munich,Germany-Bundesliga,GB,34,2801,12,1,10,1,7.37
2943,Thomas Müller,2010/2011,Bayern Munich,Europe-UEFA-Champions-League,UCL,8,621,3,1,2,-,7.47
2944,Thomas Müller,2009/2010,Bayern Munich,Germany-Bundesliga,GB,34,2645,13,1,11,1,7.39
2945,Thomas Müller,2009/2010,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,939,2,1,-,1,6.86
2946,Dejan Lovren,2017/2018,Liverpool,Europe-UEFA-Champions-League,UCL,12,1050,-,-,-,-,7.0
2947,Dejan Lovren,2017/2018,Liverpool,England-Premier-League,EPL,29,2125,2,1,1,-,6.99
2948,Dejan Lovren,2016/2017,Liverpool,England-Premier-League,EPL,29,2555,2,-,2,-,7.13
2949,Dejan Lovren,2015/2016,Liverpool,Europe-UEFA-Europa-League,UEL,10,900,1,1,-,-,7.06
2950,Dejan Lovren,2015/2016,Liverpool,England-Premier-League,EPL,24,1898,-,-,-,-,6.97
2951,Dejan Lovren,2014/2015,Liverpool,Europe-UEFA-Champions-League,UCL,4,360,-,-,-,-,7.06
2952,Dejan Lovren,2014/2015,Liverpool,Europe-UEFA-Europa-League,UEL,2,117,-,-,-,-,6.72
2953,Dejan Lovren,2014/2015,Liverpool,England-Premier-League,EPL,26,2036,-,-,-,-,6.98
2954,Dejan Lovren,2013/2014,Southampton,England-Premier-League,EPL,31,2788,2,-,2,-,7.32
2955,Dejan Lovren,2014,Croatia,International-FIFA-World-Cup,WC,3,270,-,-,-,-,6.66
2956,Dejan Lovren,2012/2013,Lyon,Europe-UEFA-Europa-League,UEL,5,450,-,-,-,-,6.57
2957,Dejan Lovren,2012/2013,Lyon,France-Ligue-1,FL1,18,1561,1,-,1,-,6.87
2958,Dejan Lovren,2011/2012,Lyon,Europe-UEFA-Champions-League,UCL,6,452,-,-,-,-,7.01
2959,Dejan Lovren,2011/2012,Lyon,France-Ligue-1,FL1,18,1600,1,-,1,-,7.05
2960,Dejan Lovren,2010/2011,Lyon,Europe-UEFA-Champions-League,UCL,6,540,1,-,1,-,7.11
2961,Dejan Lovren,2010/2011,Lyon,France-Ligue-1,FL1,28,2346,-,-,-,-,6.94
2962,Dejan Lovren,2009/2010,Lyon,France-Ligue-1,FL1,8,682,-,-,-,-,7.17
2963,Cheikhou Kouyaté,2017/2018,West Ham,England-Premier-League,EPL,33,2803,2,1,1,-,6.8
2964,Cheikhou Kouyaté,2016/2017,West Ham,England-Premier-League,EPL,31,2728,1,-,-,1,7.04
2965,Cheikhou Kouyaté,2015/2016,West Ham,England-Premier-League,EPL,34,3010,5,3,2,-,7.26
2966,Cheikhou Kouyaté,2015,Senegal,International-Africa-Cup-of-Nations,ACoN,3,186,-,-,-,-,6.27
2967,Cheikhou Kouyaté,2014/2015,West Ham,England-Premier-League,EPL,31,2662,4,1,3,-,7.19
2968,Cheikhou Kouyaté,2013/2014,Anderlecht,Europe-UEFA-Champions-League,UCL,6,499,-,-,-,-,6.54
2969,Cheikhou Kouyaté,2012/2013,Anderlecht,Europe-UEFA-Champions-League,UCL,6,529,-,-,-,-,6.7
2970,Idrissa Gueye,2017/2018,Everton,Europe-UEFA-Europa-League,UEL,2,107,-,-,-,-,6.81
2971,Idrissa Gueye,2017/2018,Everton,England-Premier-League,EPL,33,2757,2,-,1,1,6.95
2972,Idrissa Gueye,2016/2017,Everton,England-Premier-League,EPL,33,2688,1,-,1,-,7.23
2973,Idrissa Gueye,2015/2016,Aston Villa,England-Premier-League,EPL,35,3076,-,-,-,-,7.25
2974,Idrissa Gueye,2015,Senegal,International-Africa-Cup-of-Nations,ACoN,3,270,-,-,-,-,6.84
2975,Idrissa Gueye,2014/2015,Lille,Europe-UEFA-Europa-League,UEL,6,533,-,-,-,-,6.98
2976,Idrissa Gueye,2014/2015,Lille,France-Ligue-1,FL1,32,2734,4,-,2,2,7.41
2977,Idrissa Gueye,2013/2014,Lille,France-Ligue-1,FL1,37,3330,1,-,1,-,7.29
2978,Idrissa Gueye,2012/2013,Lille,Europe-UEFA-Champions-League,UCL,3,270,-,-,-,-,7.04
2979,Idrissa Gueye,2012/2013,Lille,France-Ligue-1,FL1,29,1950,-,-,-,-,6.92
2980,Idrissa Gueye,2011/2012,Lille,Europe-UEFA-Champions-League,UCL,3,113,-,-,-,-,6.77
2981,Idrissa Gueye,2011/2012,Lille,France-Ligue-1,FL1,25,1381,-,-,-,-,6.69
2982,Idrissa Gueye,2010/2011,Lille,France-Ligue-1,FL1,11,357,-,-,-,-,6.65
2983,Cristian Gamboa,2017/2018,Celtic,Europe-UEFA-Champions-League,UCL,1,90,-,-,-,-,7.03
2984,Cristian Gamboa,2016/2017,Celtic,Europe-UEFA-Champions-League,UCL,2,175,-,-,-,-,6.04
2985,Cristian Gamboa,2015/2016,West Bromwich..,England-Premier-League,EPL,1,27,-,-,-,-,6.27
2986,Cristian Gamboa,2014/2015,West Bromwich..,England-Premier-League,EPL,10,237,-,-,-,-,6.38
2987,Cristian Gamboa,2014,Costa Rica,International-FIFA-World-Cup,WC,5,426,-,-,-,-,7.09
2988,Cristian Gamboa,2012/2013,Rosenborg,Europe-UEFA-Europa-League,UEL,6,540,-,-,-,-,6.73
2989,Bryan Oviedo,2017/2018,Sunderland,England-Championship,EC,34,2605,2,-,1,1,7.03
2990,Bryan Oviedo,2016/2017,Everton,England-Premier-League,EPL,6,477,-,-,-,-,6.66
2991,Bryan Oviedo,2016/2017,Sunderland,England-Premier-League,EPL,10,849,-,-,-,-,6.98
2992,Bryan Oviedo,2015/2016,Everton,England-Premier-League,EPL,14,998,-,-,-,-,6.87
2993,Bryan Oviedo,2014/2015,Everton,Europe-UEFA-Europa-League,UEL,2,148,-,-,-,-,6.7
2994,Bryan Oviedo,2014/2015,Everton,England-Premier-League,EPL,6,318,-,-,-,-,6.51
2995,Bryan Oviedo,2013/2014,Everton,England-Premier-League,EPL,9,718,2,-,1,1,7.38
2996,Bryan Oviedo,2012/2013,Everton,England-Premier-League,EPL,15,227,-,-,-,-,6.15
2997,David Guzmán,2018,Portland Timb..,USA-Major-League-Soccer,UMLS,3,186,-,-,-,-,6.7
2998,David Guzmán,2017,Portland Timb..,USA-Major-League-Soccer,UMLS,26,2119,1,1,-,-,7.13
2999,Marco Ureña,2018,Los Angeles F..,USA-Major-League-Soccer,UMLS,7,611,-,-,-,-,7.29
3000,Marco Ureña,2017,San Jose Eart..,USA-Major-League-Soccer,UMLS,26,1795,5,2,3,-,6.63
3001,Marco Ureña,2015/2016,FC Midtjyllan..,Europe-UEFA-Europa-League,UEL,5,142,-,-,-,-,6.32
3002,Marco Ureña,2013/2014,Kuban Krasnod..,Russia-Premier-League,RPL,5,86,-,-,-,-,6.08
3003,Marco Ureña,2014,Costa Rica,International-FIFA-World-Cup,WC,4,72,1,-,1,-,6.25
3004,Jonas Hector,2017/2018,FC Cologne,Germany-Bundesliga,GB,20,1761,2,-,2,-,7.0
3005,Jonas Hector,2017/2018,FC Cologne,Europe-UEFA-Europa-League,UEL,1,35,-,-,-,-,6.5
3006,Jonas Hector,2016/2017,FC Cologne,Germany-Bundesliga,GB,33,2970,1,-,1,-,7.26
3007,Jonas Hector,2015/2016,FC Cologne,Germany-Bundesliga,GB,32,2859,-,-,-,-,7.33
3008,Jonas Hector,2014/2015,FC Cologne,Germany-Bundesliga,GB,33,2970,2,-,2,-,7.4
3009,Jonas Hector,2016,Germany,International-European-Championship,UEC,6,540,-,-,-,-,7.03
3010,Sebastian Rudy,2017/2018,Bayern Munich,Germany-Bundesliga,GB,25,1509,1,-,1,-,6.84
3011,Sebastian Rudy,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,5,346,-,-,-,-,6.8
3012,Sebastian Rudy,2016/2017,Hoffenheim,Germany-Bundesliga,GB,32,2789,2,-,1,1,7.43
3013,Sebastian Rudy,2015/2016,Hoffenheim,Germany-Bundesliga,GB,24,1800,2,-,2,-,6.75
3014,Sebastian Rudy,2014/2015,Hoffenheim,Germany-Bundesliga,GB,29,2244,4,-,3,1,7.07
3015,Sebastian Rudy,2013/2014,Hoffenheim,Germany-Bundesliga,GB,27,2243,2,-,1,1,7.13
3016,Sebastian Rudy,2013,Germany U21,International-EURO-U-21,IEU,3,217,2,-,2,-,7.19
3017,Sebastian Rudy,2012/2013,Hoffenheim,Germany-Bundesliga,GB,23,1768,-,-,-,-,6.94
3018,Sebastian Rudy,2011/2012,Hoffenheim,Germany-Bundesliga,GB,28,2340,-,-,-,-,7.05
3019,Sebastian Rudy,2010/2011,Hoffenheim,Germany-Bundesliga,GB,32,2460,1,-,-,1,7.05
3020,Sebastian Rudy,2009/2010,VfB Stuttgart,Germany-Bundesliga,GB,13,587,-,-,-,-,6.51
3021,Sebastian Rudy,2009/2010,VfB Stuttgart,Europe-UEFA-Champions-League,UCL,3,170,1,-,1,-,7.46
3022,Kim Young-gwon,2018,Guangzhou Eve..,China-Super-league,CSl,5,450,-,-,-,-,6.52
3023,Kim Young-gwon,2017,Guangzhou Eve..,China-Super-league,CSl,4,360,-,-,-,-,6.39
3024,Kim Young-gwon,2016,Guangzhou Eve..,China-Super-league,CSl,15,1277,-,-,-,-,6.96
3025,Kim Young-gwon,2014,South Korea,International-FIFA-World-Cup,WC,3,270,-,-,-,-,6.78
3026,Jung Woo-young,2017,Chongqing Lif..,China-Super-league,CSl,21,1876,2,-,-,2,7.15
3027,Jung Woo-young,2016,Chongqing Lif..,China-Super-league,CSl,30,2700,1,-,-,1,6.73
3028,Robin Olsen,2017/2018,FC Copenhagen,Europe-UEFA-Europa-League,UEL,6,540,-,-,-,-,6.9
3029,Robin Olsen,2016/2017,FC Copenhagen,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,6.93
3030,Robin Olsen,2016/2017,FC Copenhagen,Europe-UEFA-Europa-League,UEL,4,360,-,-,-,-,7.08
3031,Robin Olsen,2015/2016,PAOK Thessalo..,Europe-UEFA-Europa-League,UEL,2,180,-,-,-,-,6.93
3032,Robin Olsen,2014/2015,Malmoe FF,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,6.98
3033,Albin Ekdal,2017/2018,Hamburger SV,Germany-Bundesliga,GB,19,1109,-,-,-,-,6.61
3034,Albin Ekdal,2016/2017,Hamburger SV,Germany-Bundesliga,GB,21,1246,1,-,1,-,6.54
3035,Albin Ekdal,2015/2016,Hamburger SV,Germany-Bundesliga,GB,14,1143,-,-,-,-,6.97
3036,Albin Ekdal,2014/2015,Cagliari,Italy-Serie-A,ISA,33,2692,5,1,4,-,7.16
3037,Albin Ekdal,2016,Sweden,International-European-Championship,UEC,3,173,-,-,-,-,6.38
3038,Albin Ekdal,2013/2014,Cagliari,Italy-Serie-A,ISA,22,1669,1,-,1,-,6.71
3039,Albin Ekdal,2012/2013,Cagliari,Italy-Serie-A,ISA,31,2350,1,1,-,-,6.97
3040,Albin Ekdal,2011/2012,Cagliari,Italy-Serie-A,ISA,30,1996,1,-,1,-,7.03
3041,Albin Ekdal,2010/2011,Bologna,Italy-Serie-A,ISA,23,1564,1,-,1,-,6.6
3042,Albin Ekdal,2009/2010,Robur Siena,Italy-Serie-A,ISA,26,1706,1,-,1,-,6.8
3043,Karl-Johan Johnsson,2017/2018,Guingamp,France-Ligue-1,FL1,38,3420,-,-,-,-,6.68
3044,Karl-Johan Johnsson,2016/2017,Guingamp,France-Ligue-1,FL1,37,3279,-,-,-,-,6.63
3045,Karl-Johan Johnsson,2013/2014,NEC Nijmegen,Netherlands-Eredivisie,NE,29,2528,-,-,-,-,6.66
3046,Kristoffer Nordfeldt,2016/2017,Swansea,England-Premier-League,EPL,1,90,-,-,-,-,6.29
3047,Kristoffer Nordfeldt,2015/2016,Swansea,England-Premier-League,EPL,1,90,-,-,-,-,6.88
3048,Kristoffer Nordfeldt,2014/2015,SC Heerenveen,Netherlands-Eredivisie,NE,38,3420,-,-,-,-,6.9
3049,Kristoffer Nordfeldt,2013/2014,SC Heerenveen,Netherlands-Eredivisie,NE,35,3146,-,-,-,-,6.89
3050,Nacer Chadli,2017/2018,West Bromwich..,England-Premier-League,EPL,5,216,1,-,-,1,6.32
